lga_name,suburb,latitude,longitude
Hume,Craigieburn,-37.5424079,144.9391595
Casey,Cranbourne,-38.1347885,145.2811778
Casey,Cranbourne East,-38.1347885,145.2811778
Casey,Cranbourne North,-38.1347885,145.2811778
Casey,Cranbourne South,-38.1347885,145.2811778
Greater Shepparton,Creek Junction,-36.6078959,145.7133909
Mitchell,Creightons Creek,-36.7549385,145.5801757
Yarra,Cremorne,-37.8203499,144.9997396
Colac-Otway,Cressy,-38.0526438,143.6285244
Ballarat,Creswick,-37.409312,143.8780526
Ballarat,Creswick North,-37.409312,143.8780526
Mornington Peninsula,Crib Point,-38.3534427,145.1983055
East Gippsland,Crooked River,-37.4228208,147.1915504
Moonee Valley,Cross Keys,-37.7306079,144.9006313
Moyne,Crossley,-38.2179522,142.2337184
Baw Baw,Crossover,-38.0844084,146.002705
Maroondah,Croydon,-37.7983502,145.2811778
Maroondah,Croydon Hills,-37.7983502,145.2811778
Maroondah,Croydon North,-37.7983502,145.2811778
Maroondah,Croydon South,-37.7983502,145.2811778
Buloke,Crymelon,-36.2167744,142.4039296
Corangamite,Cudgee,-38.2633053,142.7455935
Towong,Cudgewa,-36.1622621,147.8026919
Buloke,Culgoa,-35.7166782,143.1534436
Glenelg,Culla,-37.4420537,141.7255991
Gannawarra,Cullen,-35.8021206,144.215646
Mildura,Cullulleraine,-34.3907124,141.4309582
Colac-Otway,Cundare,-38.1418099,143.6718623
Colac-Otway,Cundare North,-38.1418099,143.6718623
Corangamite,Curdievale,-38.4984954,142.9385002
Greater Geelong,Curlewis,-38.2049453,144.5875645
Buloke,Curyo,-35.9221523,142.8312661
Horsham,Dadswells Bridge,-36.9066682,142.6600232
Central Goldfields,Daisy Hill,-37.0550295,143.6935405
Moorabool,Dales Creek,-37.5934691,144.3248554
Hume,Dallas,-37.6763574,144.9336544
Baw Baw,Dalmore,-38.1825837,145.5912693
Gannawarra,Daltons Bridge,-35.8021206,144.215646
Bass Coast,Dalyston,-38.5123976,145.6023644
Greater Dandenong,Dandenong,-38.0191689,145.2148736
Greater Dandenong,Dandenong North,-38.0191689,145.2148736
Greater Dandenong,Dandenong South,-38.0191689,145.2148736
East Gippsland,Dargo,-37.4228208,147.1915504
Baw Baw,Darlimurla,-38.4049813,146.1812023
Glen Eira,Darling,-37.8763981,145.0548502
Glen Eira,Darling South,-37.8763981,145.0548502
Ararat,Darlington,-37.9185598,143.0029169
Baw Baw,Darnum,-38.1797383,146.0361469
Macedon Ranges,Darraweit Guim,-37.4071549,144.9832134
Hepburn,Daylesford,-37.3405241,144.1610974
Ballarat,Dean,-37.409312,143.8780526
Surf Coast,Deans Marsh,-38.455233,143.9324048
Horsham,Deep Lead,-36.9066682,142.6600232
Boroondara,Deepdene,-37.8090918,145.0769045
Brimbank,Deer Park,-37.7687064,144.7521888
Ballarat,Delacombe,-37.5881949,143.8183092
Brimbank,Delahey,-37.6940036,144.7521888
Baw Baw,Delburn,-38.4049813,146.1812023
Bayside,Dendy,-37.9044002,144.9997396
Moyne,Dennington,-38.3603292,142.4678659
Greater Bendigo,Derby,-36.6251143,144.0194472
Brimbank,Derrimut,-37.938058,144.6753231
Campaspe,Derrinal,-36.8919051,144.7412036
Corangamite,Derrinallum,-37.9076784,143.1749726
Benalla,Devenish,-36.3378842,146.002705
Murrindindi,Devils River,-37.1872994,145.6245586
Casey,Devon Meadows,-38.1347885,145.2811778
Cardinia,Dewhurst,-37.999986,145.4360858
Greater Shepparton,Dhurringile,-36.5881288,145.2480193
Nillumbik,Diamond Creek,-37.6666174,145.1541397
Glenelg,Digby,-37.7888212,141.5360368
Hume,Diggers Rest,-37.6153848,144.6862995
Campaspe,Diggora,-36.3317046,144.6533747
Hindmarsh,Dimboola,-36.314886,142.0639245
Loddon,Dingee,-36.3797092,144.1283863
Greater Dandenong,Dingley Village,-37.9772192,145.1320653
Alpine,Dinner Plain,-37.022052,147.5079912
Nillumbik,Dixons Creek,-37.6158673,145.3807298
Melbourne,Docklands,-37.8170652,144.9419122
East Gippsland,Doctors Flat,-37.3755587,147.848103
Baw Baw,Dollar,-38.4049813,146.1812023
Cardinia,Don Valley,-37.8251456,145.5579927
Buloke,Donald,-36.3286415,142.9170407
Manningham,Doncaster,-37.7865824,145.1210303
Manningham,Doncaster East,-37.7883929,145.1541397
Manningham,Doncaster Heights,-37.7883929,145.1541397
Hume,Donnybrook,-37.5424079,144.9391595
Manningham,Donvale,-37.7901921,145.1872619
Buloke,Dooboobetic,-37.0021242,143.2827118
Greater Shepparton,Dookie,-36.2251044,145.7133909
Greater Shepparton,Dookie College,-36.3969441,145.6967281
Nillumbik,Doreen,-37.5963626,145.1265477
East Gippsland,Double Bridges,-37.4768667,147.8026919
Horsham,Douglas,-36.8127092,141.8100218
Casey,Doveton,-37.9957951,145.2424941
Colac-Otway,Dreeite South,-38.36853,143.4338092
Latrobe (Vic.),Driffield,-38.2671612,146.4495924
Glenelg,Drik Drik,-37.9678788,141.3889736
Mornington Peninsula,Dromana,-38.3352183,144.9942305
Mitchell,Dropmore,-37.0435482,145.2480193
Baw Baw,Drouin,-38.1155251,145.8690603
Baw Baw,Drouin East,-38.1155251,145.8690603
Baw Baw,Drouin South,-38.1155251,145.8690603
Baw Baw,Drouin West,-38.1155251,145.8690603
Moira,Drumanure,-36.102425,145.5136433
Glenelg,Drumborg,-37.9678788,141.3889736
Greater Geelong,Drumcondra,-38.1083132,144.3357845
Greater Bendigo,Drummartin,-36.469814,144.3904526
Hepburn,Drummond,-37.286475,144.1938221
Hepburn,Drummond North,-37.1840298,144.3576473
Hepburn,Dry Diggings,-37.286475,144.1938221
Greater Geelong,Drysdale,-38.2049453,144.5875645
Horsham,Duchembegarra,-36.8127092,141.8100218
South Gippsland,Dumbalk,-38.675332,145.8690603
South Gippsland,Dumbalk North,-38.675332,145.8690603
Central Goldfields,Dunach,-37.2153546,143.6718623
Ararat,Dundonnell,-37.9185598,143.0029169
Ararat,Dunkeld,-37.6658132,142.318772
Greater Shepparton,Dunkirk,-36.4615673,145.5579927
Central Goldfields,Dunluce,-36.8747643,143.6068646
Ararat,Dunneworthy,-37.2971613,142.9170407
Central Goldfields,Dunolly,-36.8747643,143.6068646
Golden Plains,Durdidwarrah,-37.6114047,144.215646
Ballarat,Durham Lead,-37.7122033,143.8671868
Loddon,Durham Ox,-36.1415403,143.9324048
Wellington,Dutson,-38.2064012,147.1464245
Wellington,Dutson Downs,-38.2064012,147.1464245
Glenelg,Dutton Way,-38.290126,141.4706543
Corangamite,Duverney,-38.0061194,143.4986586
East Gippsland,Eagle Point,-37.9067566,147.6779106
Greater Bendigo,Eaglehawk,-36.6478425,144.1938221
Greater Bendigo,Eaglehawk North,-36.6478425,144.1938221
Banyule,Eaglemont,-37.7436031,145.0769045
Greater Shepparton,Earlston,-36.6078959,145.7133909
East Gippsland,East Bairnsdale,-37.6874281,147.5532762
Greater Bendigo,East Bendigo,-36.7665875,144.2920769
Greater Geelong,East Geelong,-38.176358,144.3849841
East Gippsland,East Gippsland,-37.2474912,148.6458369
Melbourne,East Melbourne,-37.8161444,144.9804594
Wellington,East Sale,-38.1054124,147.1407852
Yarra Ranges,East Warburton,-37.6990844,145.8023118
Surf Coast,Eastern View,-38.451657,144.0521131
Loddon,Eastville,-36.9483008,143.9759139
Albury,Ebden,-36.2373927,146.9661233
Campaspe,Echuca,-36.1149809,144.6314321
Campaspe,Echuca South,-36.1149809,144.6314321
Campaspe,Echuca Village,-36.1149809,144.6314321
Campaspe,Echuca West,-36.1149809,144.6314321
Corangamite,Ecklin South,-38.2633053,142.7455935
Central Goldfields,Eddington,-36.8747643,143.6068646
Murrindindi,Eden Park,-37.4666309,145.1596592
West Wimmera,Edenhope,-37.0613621,141.3050851
Greater Bendigo,Edgecombe,-37.1335012,144.5656396
Kingston (Vic.),Edithvale,-38.048116,145.1210303
Mansfield,Eildon,-37.3038068,145.9804173
Moorabool,Elaine,-37.7625944,144.0630048
Wangaratta,Eldorado,-36.3225392,146.5280168
Colac-Otway,Elingamite,-38.3948462,143.1534436
Colac-Otway,Elingamite North,-38.3948462,143.1534436
Unincorporated Vic,Elizabeth Island,-38.3489348,145.3364703
Colac-Otway,Elliminyt,-38.3313559,143.5852111
Baw Baw,Ellinbank,-38.0844084,146.002705
Ararat,Elmhurst,-37.1727781,143.2395973
Campaspe,Elmore,-36.4802144,144.5875645
Mount Alexander,Elphinstone,-37.0470063,144.3685809
Glen Eira,Elsternwick,-37.8862009,145.0080039
Banyule,Eltham,-37.7049998,145.1706992
Banyule,Eltham North,-37.7049998,145.1706992
Port Phillip,Elwood,-37.878722,144.9859676
Cardinia,Emerald,-37.9137981,145.4582381
Central Goldfields,Emu,-36.6942531,143.5202874
Casey,Endeavour Hills,-37.9780214,145.2590707
Southern Grampians,Englefield,-37.2543103,141.8100218
East Gippsland,Ensay,-37.3755587,147.848103
East Gippsland,Ensay North,-37.3755587,147.848103
Campaspe,Eppalock,-36.8021738,144.4779988
Whittlesea,Epping,-37.6341341,145.016269
East Gippsland,Errinundra,-37.609984,148.8289611
Moira,Esmond,-36.0520717,145.8913207
Moonee Valley,Essendon,-37.7493029,144.9006313
Moonee Valley,Essendon Fields,-37.7306079,144.9006313
Moonee Valley,Essendon North,-37.7306079,144.9006313
Moonee Valley,Essendon West,-37.7493029,144.9006313
Casey,Eumemmerring,-37.9957951,145.2424941
Colac-Otway,Eurack,-38.1418099,143.6718623
Ballarat,Eureka,-37.5691087,143.8563224
Alpine,Eurobin,-36.6332007,146.8423556
Central Goldfields,Evansford,-37.2153546,143.6718623
Ararat,Eversley,-37.2971613,142.9170407
Melton,Exford,-37.7810237,144.5437205
Melton,Eynesbury,-37.7810237,144.5437205
Bass Coast,Fairbank,-38.5195374,145.7356129
Darebin,Fairfield,-37.7824868,145.0190242
Surf Coast,Fairhaven,-38.451657,144.0521131
Campaspe,Fairy Dell,-36.3317046,144.6533747
Alpine,Falls Creek,-36.8124613,147.3270485
Hepburn,Faraday,-37.0991896,144.1938221
Murrindindi,Fawcett,-37.1872994,145.6245586
Hume,Fawkner,-37.6969273,144.9666905
Buloke,Fentons Creek,-36.424265,143.6068646
Colac-Otway,Ferguson,-38.6505708,143.4554195
Hepburn,Fern Hill,-37.459275,144.3685809
East Gippsland,Fernbank,-37.8199648,147.304453
Baw Baw,Ferndale,-38.0844084,146.002705
Buloke,Fernihurst,-36.424265,143.6068646
Murrindindi,Fernshaw,-37.553614,145.6467583
Casey,Ferntree Gully,-37.9368007,145.3032906
Yarra Ranges,Ferny Creek,-37.8759058,145.3309395
Mornington Peninsula,Fingal,-38.4218526,144.8951287
South Gippsland,Fish Creek,-38.760009,146.0696009
Gannawarra,Fish Point,-35.4094202,143.5202874
Golden Plains,Fiskville,-37.6114047,144.215646
Yarra,Fitzroy,-37.7974551,144.9804594
Moreland,Fitzroy North,-37.7885749,144.9887218
East Gippsland,Flaggy Creek,-37.6874281,147.5532762
Central Goldfields,Flagstaff,-37.0550295,143.6935405
Melbourne,Flemington,-37.790896,144.9198932
Mornington Peninsula,Flinders,-38.4574538,144.9721978
Murrindindi,Flowerdale,-37.3030137,145.402868
Latrobe (Vic.),Flynns Creek,-38.2728501,146.5840737
Maribyrnong,Footscray,-37.7960195,144.9006313
Mitchell,Forbes,-37.2531649,144.9171412
Manningham,Forest Hill,-37.8239091,145.1762197
Colac-Otway,Forrest,-38.5115754,143.7043819
South Gippsland,Foster,-38.9962856,146.3376699
South Gippsland,Foster North,-38.9962856,146.3376699
Campaspe,Fosterville,-36.6546373,144.5437205
Corangamite,Foxhow,-38.0061194,143.4986586
Corangamite,Framlingham,-38.2633053,142.7455935
Corangamite,Framlingham East,-38.2633053,142.7455935
Frankston,Frankston,-38.1645944,145.1486206
Frankston,Frankston East,-38.1645944,145.1486206
Frankston,Frankston Heights,-38.1645944,145.1486206
Frankston,Frankston North,-38.1250223,145.162419
Frankston,Frankston South,-38.1645944,145.1486206
Alpine,Freeburgh,-36.882628,147.0562333
Unincorporated Vic,French Island,-38.3489348,145.3364703
Northern Grampians,Frenchmans,-36.9882754,143.0888943
Greater Geelong,Freshwater Creek,-38.2617284,144.3248554
Baw Baw,Fumina South,-38.0474021,146.2929381
Ararat,Fyans Creek,-37.1716807,142.5745556
Golden Plains,Fyansford,-38.1180538,144.2047333
Baw Baw,Gainsborough,-38.1797383,146.0361469
Gannawarra,Gannawarra,-35.8021206,144.215646
Alpine,Gapsted,-36.8466834,146.6962857
Glen Eira,Gardenvale,-37.8862009,145.0080039
Cardinia,Garfield,-38.0999051,145.6800684
Cardinia,Garfield North,-38.0999051,145.6800684
Southern Grampians,Gatum,-37.2543103,141.8100218
Moyne,Gazette,-37.8854097,142.318772
Greater Geelong,Geelong,-38.155681,144.3521811
Golden Plains,Geelong West,-38.1180538,144.2047333
East Gippsland,Gelantipy,-37.2938907,148.2804541
Colac-Otway,Gellibrand,-38.5619202,143.4122052
Colac-Otway,Gellibrand Lower,-38.6505708,143.4554195
Wellington,Gelliondale,-38.5613687,146.6065057
Cardinia,Gembrook,-37.9524044,145.6023644
East Gippsland,Genoa,-37.5126059,149.5642369
Baw Baw,Gentle Annie,-37.7865626,146.0696009
Towong,Georges Creek,-36.2031354,147.168985
Swan Hill,Gerahmin,-35.0979662,142.9599661
Colac-Otway,Gerangamete,-38.36853,143.4338092
Northern Grampians,Germania,-36.8204775,142.8312661
Alpine,Germantown,-36.882628,147.0562333
Moyne,Gerrigerrup,-37.8854097,142.318772
Surf Coast,Gherang,-38.2482932,144.1283863
Golden Plains,Gheringhap,-37.9939081,144.1938221
Murrindindi,Ghin Ghin,-37.3030137,145.402868
Yarra Ranges,Gilderoy,-37.8447909,145.702282
Greater Shepparton,Gillieston,-36.4591947,145.2038278
East Gippsland,Gipsy Point,-37.5126059,149.5642369
Campaspe,Girgarre,-36.4031385,144.9501708
Greater Shepparton,Girgarre East,-36.4591947,145.2038278
Macedon Ranges,Gisborne,-37.5197014,144.5437205
Macedon Ranges,Gisborne South,-37.5197014,144.5437205
Loddon,Gladfield,-36.0765288,144.1283863
Brimbank,Gladstone Park,-37.7044206,144.8786231
Yarra Ranges,Gladysdale,-37.8447909,145.702282
Bass Coast,Glen Alvie,-38.4509941,145.6134608
Bass Coast,Glen Forbes,-38.4399786,145.5247285
Glen Eira,Glen Huntly,-37.8950779,145.0548502
Boroondara,Glen Iris,-37.8577136,145.0548502
Alpine,Glen Valley,-37.022052,147.5079912
Monash,Glen Waverley,-37.8921876,145.1706992
Colac-Otway,Glenaire,-38.7443167,143.4122052
East Gippsland,Glenaladale,-37.8199648,147.304453
Loddon,Glenalbyn,-36.515547,143.8671868
Mitchell,Glenaroua,-37.2531649,144.9171412
Murrindindi,Glenburn,-37.3030137,145.402868
Ballarat,Glendaruel,-37.409312,143.8780526
Colac-Otway,Glenfyne,-38.3948462,143.1534436
Brimbank,Glengala,-37.7791149,144.823628
Latrobe (Vic.),Glengarry,-38.1223546,146.5840737
Latrobe (Vic.),Glengarry North,-38.1223546,146.5840737
Latrobe (Vic.),Glengarry West,-38.1223546,146.5840737
Central Goldfields,Glengower,-37.261355,143.8020236
Mitchell,Glenhope East,-37.0314398,144.7631754
Southern Grampians,Glenisla,-37.4235761,142.0639245
Ararat,Glenlofty,-37.1727781,143.2395973
Ararat,Glenlogie,-37.1727781,143.2395973
Buloke,Glenloth,-36.0005012,143.2611514
Buloke,Glenloth East,-36.0005012,143.2611514
Hepburn,Glenluce,-37.0991896,144.1938221
Greater Geelong,Glenmore,-37.7356162,144.4123303
Horsham,Glenorchy,-36.9066682,142.6600232
Corangamite,Glenormiston North,-38.2633053,142.7455935
Corangamite,Glenormiston South,-38.2633053,142.7455935
Ararat,Glenpatrick,-37.1727781,143.2395973
Benalla,Glenrowan,-36.5103613,146.1812023
Benalla,Glenrowan West,-36.5103613,146.1812023
Moreland,Glenroy,-37.7044261,144.9336544
Ararat,Glenthompson,-37.7609742,142.5745556
Greater Geelong,Gnarwarre,-38.1636337,144.1501922
Campaspe,Gobarup,-36.5430106,144.8291259
Murrindindi,Gobur,-37.0473079,145.6023644
Greater Bendigo,Golden Gully,-36.808032,144.2483931
Central Goldfields,Golden Point,-37.0550295,143.6935405
Greater Bendigo,Golden Square,-36.808032,144.2483931
Macedon Ranges,Goldie,-37.2423687,144.7192376
Central Goldfields,Goldsborough,-36.8747643,143.6068646
Ballarat,Gong Gong,-37.7122033,143.8671868
Benalla,Goomalibee,-36.675664,146.1588712
Mitchell,Gooram,-36.7549385,145.5801757
Indigo,Gooramadda,-36.0564816,146.4495924
Benalla,Goorambat,-36.4002774,145.958135
Campaspe,Goornong,-36.6546373,144.5437205
Buloke,Gooroc,-36.7208653,143.1749726
Glenelg,Gorae,-38.290126,141.4706543
Glenelg,Gorae West,-38.290126,141.4706543
Moorabool,Gordon,-37.5678296,144.1174856
Wellington,Gormandale,-38.3016024,146.6738329
West Wimmera,Goroke,-36.6744115,141.4939853
Gannawarra,Goschen,-35.4094202,143.5202874
Strathbogie,Goulburn Weir,-36.7719697,145.1155133
Brimbank,Gowanbrae,-37.7044206,144.8786231
Buloke,Gowanford,-35.440122099999996,143.1749726
Greater Shepparton,Gowangardie,-36.6078959,145.7133909
Southern Grampians,Grampians,-37.4235761,142.0639245
Latrobe (Vic.),Grand Ridge,-38.4631226,146.3600438
Buloke,Granite Flat,-36.2125211,143.4338092
Horsham,Grass Flat,-36.8127092,141.8100218
Glenelg,Grassdale,-37.8391588,141.8100218
Moyne,Grassmere,-38.2466034,142.5532048
Strathbogie,Graytown,-36.7719697,145.1155133
Buloke,Gre Gre South,-36.7208653,143.1749726
Ararat,Great Western,-37.1596728,142.8955875
Loddon,Gredgwin,-36.0772722,143.6935405
Mount Alexander,Green Gully,-37.0911657,144.0630048
Moorabool,Greendale,-37.5934691,144.3248554
Greater Bendigo,Greenhill,-37.1335012,144.5656396
Banyule,Greensborough,-37.698595,145.1099967
Hume,Greenvale,-37.6454887,144.8841246
Glenelg,Greenwald,-37.9678788,141.3889736
Benalla,Greta,-36.5103613,146.1812023
Benalla,Greta South,-36.5103613,146.1812023
Benalla,Greta West,-36.5103613,146.1812023
Colac-Otway,Grey River,-38.6077436,143.8454596
Greater Geelong,Grovedale,-38.1747227,144.3139277
Yarra Ranges,Gruyere,-37.7057909,145.4250118
Hepburn,Guildford,-37.0991896,144.1938221
Campaspe,Gunbower,-35.9553896,144.3576473
South Gippsland,Gunyah,-38.9962856,146.3376699
Towong,Guys Forest,-36.0696807,147.6892483
Cardinia,Guys Hill,-38.0347309,145.3862638
Moreland,Hadfield,-37.7044261,144.9336544
Casey,Hallam,-38.0069505,145.2756505
Baw Baw,Hallora,-38.1155251,145.8690603
Ararat,Halls Gap,-37.1716807,142.5745556
Southern Grampians,Hamilton,-37.783845,142.0003599
Greater Geelong,Hamlyn Heights,-38.1083132,144.3357845
Bayside,Hampton,-37.9394031,145.0135139
Bayside,Hampton East,-37.9394031,145.0135139
Bayside,Hampton Notrh,-37.9394031,145.0135139
Casey,Hampton Park,-38.0349647,145.2756505
Benalla,Hansonville,-36.5103613,146.1812023
Golden Plains,Happy Valley,-37.7370214,143.5202874
Swan Hill,Happy Valley,-34.7552395,142.7455935
Greater Bendigo,Harcourt,-36.9265571,144.2374759
Greater Bendigo,Harcourt North,-36.9265571,144.2374759
Casey,Harkaway,-38.0264207,145.3475331
Bass Coast,Harmers Haven,-38.6238593,145.6023644
Alpine,Harrietville,-36.882628,147.0562333
Southern Grampians,Harrow,-37.1477475,141.5781151
Greater Shepparton,Harston,-36.4591947,145.2038278
Mornington Peninsula,Hastings,-38.3059216,145.1265477
Mildura,Hattah,-34.678204,142.318772
Alpine,Havilah,-36.8466834,146.6962857
Moyne,Hawkesdale,-38.0416972,142.2974988
East Gippsland,Hawkhurst,-37.4228208,147.1915504
Stonnington,Hawksburn,-37.8432402,145.0190242
Boroondara,Hawthorn,-37.8222114,145.0328017
Boroondara,Hawthorn East,-37.8310813,145.0520938
South Gippsland,Hazel Park,-38.6286899,146.4383942
Mitchell,Hazeldene,-37.2372916,145.093449
Latrobe (Vic.),Hazelwood,-38.2671612,146.4495924
Latrobe (Vic.),Hazelwood North,-38.2671612,146.4495924
Latrobe (Vic.),Hazelwood South,-38.2671612,146.4495924
Murrindindi,Healesville,-37.5848772,145.5136433
Baw Baw,Heath Hill,-38.1825837,145.5912693
Campaspe,Heathcote,-36.8919051,144.7412036
Mitchell,Heathcote Junction,-37.3787648,145.0383133
Campaspe,Heathcote South,-36.8919051,144.7412036
Kingston (Vic.),Heatherton,-37.9529597,145.0879338
Maroondah,Heathmont,-37.8218486,145.2535448
Manningham,Heathwood,-37.7900435,145.2424941
South Gippsland,Hedley,-38.6705951,146.5392256
Banyule,Heidelberg,-37.7436031,145.0769045
Banyule,Heidelberg Heights,-37.7417753,145.0438252
Banyule,Heidelberg West,-37.7417753,145.0438252
Hepburn,Hepburn Springs,-37.286475,144.1938221
Golden Plains,Herne Hill,-38.1180538,144.2047333
Macedon Ranges,Hesket,-37.3324774,144.5437205
Colac-Otway,Hesse,-38.1130535,143.9541563
Moyne,Hexham,-37.9654484,142.6814062
Corangamite,Heytesbury Lower,-38.4984954,142.9385002
Glenelg,Heywood,-37.9678788,141.3889736
Wellington,Hiamdale,-38.2317005,146.8086278
Mitchell,High Camp,-37.2531649,144.9171412
Bayside,Highett,-37.9487497,145.0410692
Mitchell,Highlands,-37.0435482,145.2480193
Maribyrnong,Highpoint City,-37.7773364,144.9006313
Greater Geelong,Highton,-38.1747227,144.3139277
Glenelg,Hilgay,-37.4420537,141.7255991
Baw Baw,Hill End,-38.0474021,146.2929381
Ararat,Hillcrest,-37.6978029,143.0029169
Mitchell,Hilldene,-37.0435482,145.2480193
Brimbank,Hillside,-37.6940036,144.7521888
Alpine,Hinnomunjie,-37.022052,147.5079912
Mornington Peninsula,Hmas Cerberus,-38.3943242,145.2093505
Cardinia,Hoddles Creek,-37.8251456,145.5579927
East Gippsland,Hollands Landing,-37.4228208,147.1915504
Monash,Holmesglen,-37.8819831,145.0989646
Glenelg,Homerton,-37.9678788,141.3889736
Murrindindi,Homewood,-37.3030137,145.402868
Yarriambiack,Hopetoun,-35.7360202,142.318772
Wyndham,Hoppers Crossing,-37.8282806,144.7082568
Colac-Otway,Hordern Vale,-38.7443167,143.4122052
Gannawarra,Horfield,-35.9048344,144.2374759
Horsham,Horsham,-36.7204107,142.1806128
Alpine,Hotham Heights,-36.882628,147.0562333
Glenelg,Hotspur,-37.9603082,141.5570726
Monash,Hughesdale,-37.9006677,145.0989646
Murrindindi,Humevale,-37.4666309,145.1596592
Campaspe,Hunter,-36.4802144,144.5875645
Monash,Huntingdale,-37.9006677,145.0989646
Campaspe,Huntly North,-36.8021738,144.4779988
Indigo,Huon,-36.3055342,147.1238691
Nillumbik,Hurstbridge,-37.5885255,145.2148736
East Gippsland,Iguana Creek,-37.6874281,147.5532762
Ararat,Illawarra,-37.1716807,142.5745556
Moyne,Illowa,-38.2971689,142.3719834
Greater Geelong,Indented Head,-38.1610488,144.6753231
Indigo,Indigo Valley,-36.1542047,146.7299747
Loddon,Inglewood,-36.515547,143.8671868
Golden Plains,Ingliston,-37.6114047,144.215646
Central Goldfields,Inkerman,-36.8747643,143.6068646
Moira,Invergordon,-36.102425,145.5136433
Colac-Otway,Inverleigh,-38.1130535,143.9541563
Bass Coast,Inverloch,-38.6086874,145.7800733
Cardinia,Iona,-38.0771825,145.7245012
Mildura,Iraak,-34.540636,142.1487691
Hepburn,Irishtown,-37.0991896,144.1938221
Greater Bendigo,Ironbark,-36.7665875,144.2920769
Colac-Otway,Irrewarra,-38.36853,143.4338092
Mildura,Irymple,-34.2495272,142.159382
Banyule,Ivanhoe,-37.7698427,145.0438252
Banyule,Ivanhoe East,-37.7698427,145.0438252
Hume,Jacana,-37.6763574,144.9336544
Wellington,Jack River,-38.5613687,146.6065057
Greater Bendigo,Jackass Flat,-36.6478425,144.1938221
Surf Coast,Jan Juc,-38.3419249,144.2374759
Colac-Otway,Jancourt,-38.3948462,143.1534436
Colac-Otway,Jancourt East,-38.3948462,143.1534436
Loddon,Jarklin,-36.515547,143.8671868
Towong,Jarvis Creek,-36.2031354,147.168985
Latrobe (Vic.),Jeeralang,-38.2671612,146.4495924
Latrobe (Vic.),Jeeralang Junction,-38.2671612,146.4495924
Bass Coast,Jeetho,-38.3930465,145.6911745
Buloke,Jeffcott,-36.3286415,142.9170407
Hindmarsh,Jeparit,-36.134382,141.9791849
Buloke,Jeruk,-36.0005012,143.2611514
Buloke,Jil Jil,-35.9221523,142.8312661
Horsham,Jilpanger,-36.8127092,141.8100218
Baw Baw,Jindivick,-38.1155251,145.8690603
Northern Grampians,Joel Joel,-36.9882754,143.0888943
Northern Grampians,Joel South,-36.9882754,143.0888943
Colac-Otway,Johanna,-38.7443167,143.4122052
East Gippsland,Johnsonville,-37.8149759,147.8140428
Latrobe (Vic.),Johnstones Hill,-38.4631226,146.3600438
Monash,Jordanville,-37.8819831,145.0989646
Latrobe (Vic.),Jumbuk,-38.3637637,146.3712327
Bass Coast,Jumbunna,-38.5195374,145.7356129
Casey,Junction Village,-38.1347885,145.2811778
Loddon,Jungaburra,-36.0765288,144.1283863
Moira,Kaarimba,-36.1592629,145.3364703
West Wimmera,Kadnook,-37.0613621,141.3050851
East Gippsland,Kalimna,-37.8136883,148.0299382
East Gippsland,Kalimna West,-37.8136883,148.0299382
Hume,Kalkallo,-37.5424079,144.9391595
Cardinia,Kallista,-37.9051015,145.4111713
Yarra Ranges,Kalorama,-37.8194936,145.3862638
Buloke,Kalpienung,-35.845391,143.1965079
Greater Bendigo,Kamarooka,-36.469814,144.3904526
Loddon,Kamarooka North,-36.3797092,144.1283863
Greater Bendigo,Kangaroo Flat,-36.808032,144.2483931
Nillumbik,Kangaroo Ground,-37.6897828,145.2369693
West Wimmera,Kaniva,-36.3672353,141.2213044
Murrindindi,Kanumbra,-37.0473079,145.6023644
Northern Grampians,Kanya,-36.8204775,142.8312661
Campaspe,Kanyapella,-36.1149809,144.6314321
Ararat,Karabeal,-37.6658132,142.318772
Bass Coast,Kardella,-38.5195374,145.7356129
Baw Baw,Kardella South,-38.4372473,145.8245558
Frankston,Karingal,-38.1645944,145.1486206
Frankston,Karingal Centre,-38.1645944,145.1486206
Buloke,Karyrie,-35.9221523,142.8312661
Moira,Katamatite,-36.0834857,145.6911745
Moira,Katamatite East,-36.0834857,145.6911745
Greater Shepparton,Katandra,-36.2266803,145.4250118
Greater Shepparton,Katandra West,-36.2266803,145.4250118
Moira,Katunga,-36.0111562,145.4693163
Brimbank,Kealba,-37.7435941,144.8016402
Gannawarra,Keely,-35.8021206,144.215646
Brimbank,Keilor,-37.6912843,144.8126334
Brimbank,Keilor Downs,-37.7024727,144.7906484
Brimbank,Keilor East,-37.7343192,144.8566207
Brimbank,Keilor Lodge,-37.7024727,144.7906484
Brimbank,Keilor North,-37.6912843,144.8126334
Brimbank,Keilor Park,-37.7245197,144.8758725
Buloke,Kellalac,-36.2167744,142.4039296
Mitchell,Kelvin View,-36.7549385,145.5801757
Swan Hill,Kenley,-34.9071543,143.1749726
Buloke,Kenmare,-35.9172982,142.4039296
Colac-Otway,Kennedys Creek,-38.5619202,143.4122052
Colac-Otway,Kennett River,-38.6077436,143.8454596
Melbourne,Kensington,-37.790896,144.9198932
Albury,Kergunyah South,-36.2373927,146.9661233
Bass Coast,Kernot,-38.4509941,145.6134608
Macedon Ranges,Kerrie,-37.3550485,144.7192376
Mitchell,Kerrisdale,-37.0435482,145.2480193
Boroondara,Kew,-37.803516,145.0328017
Boroondara,Kew East,-37.7922797,145.0548502
Yarriambiack,Kewell,-36.6209737,142.4891909
